"filename", "language", "Dart", "comment", "blank", "total"
"/Users/lxdklp/Code/FML/lib/pages/download/modrinth/info.dart", "Dart", 2, 0, 0, 2
"/Users/lxdklp/Code/FML/lib/pages/download/modrinth/type/modpack.dart", "Dart", 472, 12, 18, 502
"Total", "-", 474, 12, 18, 504
